street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
İstanbul,Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.05722,29.00656,False
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.973565284382087,-43.39714324266577,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28614,114.15097,True
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.98472365988908,-43.21649274666616,True
Mid levels ,Soho,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28117,114.1509,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.00184648597161,-43.37061948569106,False
Rio de Janeiro,Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,Point,-22.9172028509369,-43.254614610762495,True
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03494,28.98424,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.97475787363863,-43.1918569821055,False
Darlinghurst,Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87586,151.21476,True
Koloa,Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.88141,-159.46435,False
Sydney Olympic Park,Homebush,Auburn,Sydney,Australia,AU,Point,-33.84673,151.07343,True
Jacarepagua,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.972063407633105,-43.392545662686615,True
New York,Williamsburg,Williamsburg,New York,United States,US,Point,40.71758,-73.95525,False
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.982915687464345,-43.20125680079976,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28634,114.14292,True
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.56576,-155.96146,True
Rio de Janeiro,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.934620607988,-43.24255553505414,False
Barcelona,Sant Martí,Provençals del Poblenou,Barcelona,Spain,ES,Point,41.40951,2.20314,True
New York,Manhattan,Upper West Side,Copacabana,United States,US,Point,40.79415,-73.97323,True
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984271127835317,-43.22016225270119,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28346,114.14934,True
New York,Manhattan,Upper West Side,New York,United States,US,Point,40.7728,-73.98737,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.1582,-8.6187,False
Elizabeth Bay,Potts Point,Sydney,Sydney,Australia,AU,Point,-33.87049,151.22488,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14441,-8.60865,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.16032,-8.62518,False
New York,East Village,East Village,New York,United States,US,Point,40.72741,-73.97529,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14501,-8.61289,True
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,Point,41.14958,-8.62354,True
Rushcutters Bay,Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87621,151.22801,True
New York,Manhattan,Kips Bay,New York,United States,US,Point,40.73955,-73.98243,True
Montréal,Verdun,Verdun,Montreal,Canada,CA,Point,45.46794,-73.5702,True
Bondi,Bondi,Waverley,Sydney,Australia,AU,Point,-33.89507,151.27023,True
Montréal,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.58603,-73.52985,True
Lahaina,Kapalua,Lahaina,Maui,United States,US,Point,21.00054,-156.65856,True
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,Point,41.37805,2.17304,True
Porto,Porto,Paranhos,Porto,Portugal,PT,Point,41.17498,-8.62705,False
Freshwater,Sydney,Warringah,Sydney,Australia,AU,Point,-33.77183,151.27924,True
North Sydney,Neutral Bay,North Sydney,Sydney,Australia,AU,Point,-33.84125,151.21491,True
Brooklyn,Brooklyn,Park Slope,New York,United States,US,Point,40.67274,-73.97339,True
Montreal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51623,-73.57517,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.27934,114.12979,True
Rio de Janeiro,Copacabana,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.01001003307048,-43.36575723779647,True
Porto,Porto,Bonfim,Porto,Portugal,PT,Point,41.14834,-8.60154,True
Sydney,Central Business District,Sydney,Sydney,Australia,AU,Point,-33.86903,151.20637,True
Elizabeth Bay,Potts Point,Sydney,Sydney,Australia,AU,Point,-33.87226,151.22674,False
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51344,-73.57453,False
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.71503,-73.94733,True
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.943684656455243,-43.18131351174837,False
Leça da Palmeira,Porto,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,41.18844,-8.70481,False
Surry Hills,Surry Hills,Sydney,Sydney,Australia,AU,Point,-33.88189,151.21272,True
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.012075020670952,-43.47391922093498,False
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00577,28.98284,False
Rio de Janeiro,Copacabana,Copacabana, Waverly,Brazil,BR,Point,-22.97566753024888,-43.190120109264726,True
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,Point,41.37749,2.17231,False
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03494,28.97185,False
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49826,-73.58003,True
Hong Kong,Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.28096,114.18207,True
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.972342293273257,-43.39766652363983,False
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40439,2.17588,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28109,114.15103,False
Barcelona,El Raval,el Raval,Barcelona,Spain,ES,Point,41.38371,2.16685,False
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.71889,-73.95796,False
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,Point,41.13442,-8.60844,True
Hong Kong Island,Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28493,114.14243,False
Istanbul,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00324,28.97428,True
Rio de Janeiro,Rio De Janeiro,Vargem Grande,Rio De Janeiro,Brazil,BR,Point,-22.988157720342432,-43.49193864130802,False
Montréal,Gay Village,Ville-Marie,Montreal,Canada,CA,Point,45.52797,-73.54985,False
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40604,2.17728,True
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52408,-73.5851,True
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39244,2.15962,True
Porto,Porto,Campanhã,Porto,Portugal,PT,Point,41.15779,-8.58458,False
Hong Kong,Hong Kong,Yuen Long,Hong Kong,Hong Kong,HK,Point,22.45054,114.00079,False
Zetland,Zetland,Sydney,Sydney,Australia,AU,Point,-33.9073,151.21019,True
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.69181,-73.94312,True
Brooklyn,Brooklyn,Coney Island,New York,United States,US,Point,40.57476,-74.00101,True
Staten Island,Stapleton,Clifton,New York,United States,US,Point,40.62356,-74.07571,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.968671225549844,-43.1863834979925,True
Vila do Conde,Porto,Vila do Conde,Porto,Portugal,PT,Point,41.36439,-8.75216,False
New York,East Village,East Village,New York,United States,US,Point,40.7303,-73.98823,True
Montréal,Downtown Montreal,Ville-Marie,Manhattan,Canada,CA,Point,45.52588,-73.55997,True
Queens,Queens,Springfield Gardens,New York,United States,US,Point,40.66298,-73.7621,True
Brooklyn,Flatbush,East Flatbush,New York,United States,US,Point,40.64895,-73.94838,True
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.970026056556843,-43.3917485723414,True
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,Point,41.15229,-8.62302,True
Brooklyn,Bushwick,Bushwick,New York,United States,US,Point,40.70173,-73.91504,True
Porto,Porto,Aldoar,Porto,Portugal,PT,Point,41.15223,-8.67559,True
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.3921,2.17623,True
Montréal,Outremont,Outremont,Montreal,Canada,CA,Point,45.52045,-73.60951,True
Vila Chã,Porto,Vila Chã,Porto,Portugal,PT,Point,41.29769,-8.73417,True
Porto,Porto,São Mamede de Infesta e Senhora da Hora,Porto,Portugal,PT,Point,41.18075,-8.63082,False
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,Point,41.15138,-8.62513,False
Rio de Janeiro,Humaitá,Humaitá,Rio De Janeiro,Brazil,BR,Point,-22.96022105453772,-43.20269959661778,True
Kihei,Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.75577,-156.45699,True
Beyoglu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03942,28.98276,False
istanbul / esenyurt,Istanbul,Esenyurt,Istanbul,Turkey,TR,Point,41.01513,28.66268,False
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37475,2.15691,True
Esentepe,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06991,29.0034,False
New York,Manhattan,Midtown,New York,United States,US,Point,40.76647,-73.98146,True
Monterey,Monterey,Rockdale,Sydney,Australia,AU,Point,-33.96822,151.15248,True
Newtown,Newtown/Enmore,Marrickville,Sydney,Australia,AU,Point,-33.89695,151.17393,True
Rio de Janeiro,São Cristóvão,São Cristóvão,Rio De Janeiro,Brazil,BR,Point,-22.900619331797092,-43.228085475330346,True
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,Point,45.46374,-73.64172,True
New York,Manhattan,Harlem,New York,United States,US,Point,40.8235,-73.94332,True
Montreal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51006,-73.56244,True
Barcelona,Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.37977,2.1524,False
Frenchs Forest,Sydney,Warringah,Sydney,Australia,AU,Point,-33.74605,151.20925,True
Barcelona,Camp d'en Grassot i Gràcia Nova,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,Point,41.41089,2.15942,True
Prince Edward,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.32589,114.16775,False
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52374,-73.59279,True
New York,Upper West Side,Upper West Side,New York,United States,US,Point,40.79057,-73.98024,True
Brooklyn,Kensington,Kensington,New York,United States,US,Point,40.64498,-73.98191,True
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.71319,-73.95822,True
McMahons Point,North Sydney,North Sydney,Sydney,Australia,AU,Point,-33.84212,151.20197,True
New York,Harlem,Morningside Heights,New York,United States,US,Point,40.81093,-73.95928,True
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.392,2.1633,True
Hong Kong Island,Eastern District,Eastern,Hong Kong,Hong Kong,HK,Point,22.27809,114.23519,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.97691478494771,-43.19373213382171,True
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.957082654587737,-43.1928538405128,False
Wailea-Makena,Maui,Kihei-Makena,Maui,United States,US,Point,20.69012,-156.43536,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28544,114.13627,False
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.01727996865021,-43.45240425811524,True
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.98697841208972,-43.21985297459262,False
Porto,Porto,Aldoar,Porto,Portugal,PT,Point,41.15099,-8.66959,False
Barcelona,Sant Martí de Provençals,Sant Martí de Provençals,Barcelona,Spain,ES,Point,41.41737,2.1962,True
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.970984751475747,-43.38684937843143,False
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.06858,-159.31839,True
Montréal,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.55088,-73.62597,True
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37295,2.16953,True
Beykoz,Istanbul,Beykoz,Istanbul,Turkey,TR,Point,41.08688,29.0676,False
Montréal,La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.53414,-73.60352,True
Waimanalo,Waimanalo,Koolaupoko,Oahu,United States,US,Point,21.33991,-157.70142,False
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.71675,-73.95725,True
Hong Kong,Hong Kong,Sai Kung,Hong Kong,Hong Kong,HK,Point,22.30296,114.25503,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.99871658029596,-43.42097030256312,False
Hong Kong,Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28559,114.14756,True
Kailua,Kailua,Koolaupoko,Oahu,United States,US,Point,21.39727,-157.73154,True
Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.3866,2.15307,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.969051310784877,-43.18819141274573,False
Rio de Janeiro,Rio De Janeiro,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.919394925427387,-43.39561933591232,False
Lahaina,Maui,Lahaina,Maui,United States,US,Point,20.97104,-156.68034,True
Captain Cook,Island of Hawaiʻi,South Kona,The Big Island,United States,US,Point,19.48659,-155.89199,True
New York,Upper West Side,Upper West Side,New York,United States,US,Point,40.77472,-73.98641,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.15773,-8.62093,True
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.69454,-73.93319,True
New York,Midtown,Hell's Kitchen,New York,United States,US,Point,40.7672,-73.98457,True
istanbul 4 levent,Şişli,Kagithane,Istanbul,Turkey,TR,Point,41.08376,28.99939,False
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31933,114.17146,True
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.07497,29.01629,False
Lahaina,Maui,Lahaina,Maui,United States,US,Point,20.89045,-156.68401,True
New York,Washington Heights,Washington Heights,New York,United States,US,Point,40.83625,-73.93915,True
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00203,28.97823,False
Rio de Janeiro,Rio De Janeiro,Praça Seca,Rio De Janeiro,Brazil,BR,Point,-22.89846031772599,-43.34953293121925,True
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39243,2.17481,True
Matosinhos,Porto,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,41.17922,-8.67867,True
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.70843,-73.9588,True
Istanbul,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05296,28.99582,False
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.00534459728909,-43.32428278483234,True
Rio de Janeiro,Leme,Leme,Rio De Janeiro,Brazil,BR,Point,-22.9620268863854,-43.1703921056122,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.15938,-8.61174,True
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28726,-157.83363,False
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27929,-157.82515,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31832,114.17131,True
Rio de Janeiro,Cachambi,Cachambi,Rio De Janeiro,Brazil,BR,Point,-22.88440960003236,-43.27922913422733,False
Rio de Janeiro,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.92264558869159,-43.23426360206632,True
Rio de Janeiro,Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-22.910698909393798,-43.18457642451702,False
Barcelona,Eixample,Sant Antoni,Barcelona,Spain,ES,Point,41.37864,2.1564,False
Kailua,Kailua,Koolaupoko,Oahu,United States,US,Point,21.39416,-157.73271,True
Montréal,Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,Point,45.47641,-73.61355,True
Montréal,La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54424,-73.58889,True
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.26128,-157.82003,True
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.28271,-157.82889,True
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.9340064370666,-43.180731577939234,False
Hong Kong,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29663,114.17212,True
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27925,-157.82811,True
Barcelona,Sants-Montjuïc,la Marina del Prat Vermell,Barcelona,Spain,ES,Point,41.35324,2.14759,False
Beylerbeyi,Üsküdar,Uskudar,Istanbul,Turkey,TR,Point,41.0428,29.04467,False
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.7038,-73.92712,True
Montréal,Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.54335,-73.62993,True
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27886,-157.83285,True
Sydney,Central Business District,Sydney,Sydney,Australia,AU,Point,-33.86397,151.20828,True
Kaaawa,Oʻahu,Koolauloa,Oahu,United States,US,Point,21.5517,-157.8499,False
İstanbul,Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03782,28.97675,True
Maui County,Maui,Paia-Haiku,Maui,United States,US,Point,20.93195,-156.26062,True
Montréal,Le Sud-Ouest,Le Sud-Ouest,Montreal,Canada,CA,Point,45.47116,-73.589,True
Honolulu,South Shore,East Honolulu,Oahu,United States,US,Point,21.28953,-157.69614,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.69493,-73.9294,True
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.01388,28.9754,False
Istanbul maltepe cevizli ,Istanbul,Maltepe,Istanbul,Turkey,TR,Point,40.91311,29.15816,False
Matosinhos,Porto,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,41.18378,-8.69332,False
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49633,-73.58359,True
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98222,29.02821,False
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03634,28.98192,False
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27678,-157.82123,False
Barcelona,Sants-Montjuïc,el Poble Sec,Sants-Montjuïc,Spain,ES,Point,41.37207,2.15659,True
Lahaina,Westside,Lahaina,Maui,United States,US,Point,20.97214,-156.67817,True
Porto,Porto,Aldoar,Porto,Portugal,PT,Point,41.15337,-8.67515,False
Kowloon City,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31898,114.17106,True
Mosman,Mosman,Mosman,Sydney,Australia,AU,Point,-33.82085,151.23421,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.16058,-8.61976,True
Kihei,Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.72946,-156.45006,False
New York,Manhattan,Nolita,New York,United States,US,Point,40.72255,-73.99346,True
Princeville,Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.21905,-159.47242,True
Balgowlah,Balgowlah,Manly,Sydney,Australia,AU,Point,-33.80093,151.26172,True
Rio de Janeiro condomínio Minha praia,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.96499154663287,-43.39707095403066,True
New York,Chelsea,Chelsea,New York,United States,US,Point,40.74577,-74.00606,True
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51989,-73.56642,True
Kihei,Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.72891,-156.45098,False
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.71677,-73.94124,True
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.01598925251148,-43.47269480400845,False
Montréal,La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54521,-73.59906,True
Queens ,Queens,Ditmars Steinway,New York,United States,US,Point,40.7708,-73.90036,False
Brooklyn,Bushwick,Bushwick,New York,United States,US,Point,40.69559,-73.90796,True
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39454,2.17533,True
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52683,-73.59681,False
Wailuku,Maui,Kihei-Makena,Maui,United States,US,Point,20.79559,-156.50456,True
Rio de Janeiro,Leme,Leme,Rio De Janeiro,Brazil,BR,Point,-22.96129306836511,-43.17195520840645,True
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.04429,29.00314,False
Princeville,Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.22053,-159.47223,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.69295,-73.90792,False
Lahaina,Maui,Lahaina,Maui,United States,US,Point,20.88064,-156.68398,True
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.27983,-157.82805,True
Kailua,Oʻahu,Koolaupoko,Oahu,United States,US,Point,21.39114,-157.73366,True
Kapaa,Kauaʻi,Kapaa-Wailua,Kauaʻi,United States,US,Point,22.05323,-159.32794,True
Wailuku,Maui,Kihei-Makena,Maui,United States,US,Point,20.79652,-156.50643,True
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.32606,-157.81156,True
New York,Manhattan,East Village,New York,United States,US,Point,40.73226,-73.98688,False
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00611,28.97082,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.96870936391744,-43.18884440627417,False
Porto,Porto,Bonfim,Porto,Portugal,PT,Point,41.16098,-8.6022,False
Lahaina,Kaanapali,Lahaina,Maui,United States,US,Point,20.93787,-156.68985,True
Montreal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53713,-73.5671,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.964460533574528,-43.176812676695214,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.15633,-8.60756,False
Bronx,Claremont,Claremont Village,New York,United States,US,Point,40.83796,-73.9016,False
Kadıköy,Moda,Kadikoy,Istanbul,Turkey,TR,Point,40.99062,29.0266,False
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00429,28.96902,False
North Bondi,North Bondi,Waverley,Sydney,Australia,AU,Point,-33.88969,151.28483,True
Brooklyn,Bushwick,Bushwick,New York,United States,US,Point,40.69494,-73.91298,True
Barcelona,La Maternitat i Sant Ramon,la Maternitat i Sant Ramon,Barcelona,Spain,ES,Point,41.3784,2.12421,False
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39002,2.16589,True
Queens,Queens,Jackson Heights,New York,United States,US,Point,40.75533,-73.87804,False
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28583,-157.83321,True
New York,Harlem,Harlem,New York,United States,US,Point,40.80677,-73.94625,True
Montréal,Verdun,Verdun,Montreal,Canada,CA,Point,45.45702,-73.57064,False
New York,Manhattan,East Harlem,New York,United States,US,Point,40.80758,-73.93702,True
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53347,-73.57646,False
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.71354,-73.95095,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.70087,-73.92351,True
Vale de Cambra,Porto,Macieira de Cambra,Porto,Portugal,PT,Point,40.86455,-8.3692,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14425,-8.61834,True
New York,Manhattan,Upper West Side,New York,United States,US,Point,40.79377,-73.96586,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.1453,-8.60858,True
Barcelona,Sant Antoni,Sant Antoni,Barcelona,Spain,ES,Point,41.3767,2.15988,True
Puako,Island of Hawaiʻi,South Kohala,The Big Island,United States,US,Point,19.91589,-155.87972,False
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,Point,41.38189,2.18198,True
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.07197,29.0,False
Barcelona,Sant Pere/Santa Caterina,Sant Pere,Barcelona,Spain,ES,Point,41.38667,2.18177,False
New York,Manhattan,East Harlem,New York,United States,US,Point,40.79281,-73.93955,True
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06931,28.99425,False
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.96644661942321,-43.38706630315325,False
Mosman,Mosman,Mosman,Sydney,Australia,AU,Point,-33.83772,151.24345,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.985821676488733,-43.19096674991071,True
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28506,-157.83915,True
Barcelona,Ciutat Vella,la Barceloneta,Barcelona,Spain,ES,Point,41.37787,2.19006,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.696,-73.92964,True
Barcelona,La Sagrada Família,el Fort Pienc,Barcelona,Spain,ES,Point,41.40208,2.1823,False
Valbom,Porto,Gondomar (São Cosme),Porto,Portugal,PT,Point,41.14586,-8.557,True
New York,Manhattan,Nolita,New York,United States,US,Point,40.7245,-73.99419,False
Gulpilhares,Porto,Gulpilhares e Valadares,Porto,Portugal,PT,Point,41.08439,-8.65416,False
