street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.02965,28.97743,True
"Barcelona, Catalunya, Spain",Horta-Guinardó,Horta,Barcelona,Spain,ES,Point,41.43654,2.15994,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15862,-8.61321,False
"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,Point,41.02606,28.97609,False
"New York, NY, United States",Hell's Kitchen,Hell's Kitchen,New York,United States,US,Point,40.7614,-73.98954,False
"Erskineville, NSW, Australia",Erskineville,Sydney,Sydney,Australia,AU,Point,-33.90376,151.18168,True
"New York, NY, United States",Midtown,Hell's Kitchen,New York,United States,US,Point,40.76207,-73.98945,True
"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31419,114.17149,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.72004,-73.95615,True
"Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14252,-8.62105,True
"New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,Point,40.78768,-73.97238,True
"Brooklyn, NY, United States",Brooklyn,Clinton Hill,New York,United States,US,Point,40.69489,-73.96496,False
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.06005,-159.31974,True
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.81398,-73.95213,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.9844112936756,-43.204996536889986,True
"New York, NY, United States",Greenwich Village,Greenwich Village,New York,United States,US,Point,40.73256,-74.00008,True
"Kadıköy, İstanbul, Turkey",Kadıköy Merkezi,Kadikoy,Istanbul,Turkey,TR,Point,40.99587,29.02678,False
"Montréal, Québec, Canada",Griffintown,Le Sud-Ouest,Montreal,Canada,CA,Point,45.49719,-73.56171,False
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.05995,-159.32076,True
"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.68956,-73.9589,True
"Hong Kong, Hong Kong, central, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.2812,114.15148,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.13989,-8.60974,True
"香港, 九龍, Hong Kong",Kowloon Bay,Kwun Tong,Hong Kong,Hong Kong,HK,Point,22.32873,114.20978,False
"sultanahmet, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00489,28.97492,False
"New York, NY, United States",Alphabet City,East Village,New York,United States,US,Point,40.72866,-73.98048,True
"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.2802,114.17931,True
"New York, NY, United States",Lower East Side,Lower East Side,New York,United States,US,Point,40.72082,-73.98592,True
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.90486,151.2518,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51531,-73.57376,True
"Istanbul, Beyoğlu, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.02868,28.97624,True
"Hong Kong, Hong Kong Island, Hong Kong",Soho,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28068,114.15168,True
"New York, NY, United States",Kips Bay,Kips Bay,New York,United States,US,Point,40.73912,-73.9825,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.973129014011548,-43.18850615382097,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52323,-73.57326,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71591,-73.9417,True
"Pendik / İstanbul, İstanbul, Turkey",,Sultanbeyli,Istanbul,Turkey,TR,Point,40.97044,29.24801,False
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.70711,-73.95136,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27259,-157.82244,True
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.16377,-8.5899,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.5306,-73.58644,True
"İstanbul, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00251,28.97681,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14453,-8.60833,False
"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03524,28.98681,False
"İstanbul / Osmanbey, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04811,28.97959,False
"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.59483,-154.97336,True
"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.5186,-154.99436,True
"Laie, HI, United States",Windward Side,Koolauloa,Oahu,United States,US,Point,21.64387,-157.92248,True
"Kaunakakai, HI, United States",Molokaʻi,Molokai,Maui,United States,US,Point,21.07811,-156.99483,True
"Brooklyn, NY, United States",Brooklyn,Flatbush,New York,United States,US,Point,40.65452,-73.9596,True
"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52267,-73.57168,True
"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03274,28.9801,True
"Waianae, HI, United States",Waianae Coast,Waianae,Oahu,United States,US,Point,21.47622,-158.21991,False
"Montreal, QC, Canada",Old Rosemont,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54895,-73.57354,True
"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.41166,-154.92967,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14258,-8.60741,True
"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.2868,114.14537,True
"Montreal, QC, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49057,-73.57995,True
"Elmhurst, NY, United States",Queens,Maspeth,New York,United States,US,Point,40.73456,-73.88891,False
"New York, NY, United States",Lower East Side,Chinatown,New York,United States,US,Point,40.71574,-73.99107,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.16254,-8.61084,True
"Barcelona, Catalunya, Spain",Sant Martí,el Poblenou,Barcelona,Spain,ES,Point,41.39857,2.20448,True
"Potts Point, NSW, Australia",Potts Point,Sydney,Sydney,Australia,AU,Point,-33.87173,151.22521,True
"Barcelona, Barcelona, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,Point,41.39824,2.17798,True
"Taksim, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,Point,41.03136,28.9695,False
"New York, NY, United States",East Harlem,East Harlem,New York,United States,US,Point,40.79074,-73.94735,True
"Brooklyn, NY, United States",Brooklyn,Bushwick,New York,United States,US,Point,40.69683,-73.92372,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68435,-73.93806,True
"New York, NY, United States",East Harlem,East Harlem,New York,United States,US,Point,40.78999,-73.9458,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00335,28.97609,True
"Kapaa, HI, United States",Kauaʻi,Lihue,Kauai,United States,US,Point,22.04892,-159.36793,True
"New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,Point,40.76812,-73.98341,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52257,-73.57847,True
"Barcelona, Barcelona, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40325,2.18166,True
"Sancaktepe, İstanbul, Turkey",,Sancaktepe,Istanbul,Turkey,TR,Point,41.00618,29.20436,False
"Barcelona, Catalunya, Spain",Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.39275,2.15111,True
"Barcelona, Catalonia, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,Point,41.40506,2.17081,False
"Montréal, Québec, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.50367,-73.55941,True
"Bozkurt Mahallesi, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05054,28.98551,False
"Hong Kong, Kowloon, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30707,114.16973,True
"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28719,114.14084,True
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.81073,-73.9437,True
"Lilyfield, NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,-33.87012,151.158,True
"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,Point,41.13533,-8.61127,True
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15504,-8.62305,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.3072,114.16532,True
"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,40.79855,-73.96389,True
"Mong Kok, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31827,114.16853,True
"Queens, NY, United States",Queens,Long Island City,New York,United States,US,Point,40.75226,-73.94089,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51323,-73.5569,True
"İstanbul, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.01094,28.95067,True
"Milheirós de Poiares, Aveiro, Portugal",,Milheirós de Poiares,Porto,Portugal,PT,Point,40.91643,-8.46975,True
"beyoğlu taksim , İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.04016,28.98157,False
"Maroubra, NSW, Australia",Maroubra,Randwick,Sydney,Australia,AU,Point,-33.94541,151.25694,False
"Milheirós de Poiares, Aveiro, Portugal",,Milheirós de Poiares,Porto,Portugal,PT,Point,40.91622,-8.46802,True
"New York, NY, United States",Manhattan,Midtown,New York,United States,US,Point,40.74603,-73.98364,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.28569,-157.83366,True
"Barcelona, Barcelona, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,Point,41.38716,2.17744,False
"Arouca, Aveiro, Portugal",,Rossas,Porto,Portugal,PT,Point,40.91118,-8.30814,False
"Queens, NY, United States",Astoria,Long Island City,New York,United States,US,Point,40.75588,-73.93117,True
"Brooklyn, NY, United States",Flatbush,Flatbush,New York,United States,US,Point,40.65349,-73.95527,True
"Barcelona, Catalunya, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.39955,2.15838,False
"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,Point,41.16794,-8.61042,False
"Kawaihae, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,Point,20.02293,-155.81156,True
"Queens, NY, United States",Astoria,Astoria,New York,United States,US,Point,40.76448,-73.92714,True
"New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,Point,40.77088,-73.98061,True
"Harbiye, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04824,28.9877,True
"Montreal, QC, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.54974,-73.54547,True
"Şişli, İstanbul, Turkey",Taksim,Sisli,Istanbul,Turkey,TR,Point,41.0433,28.98261,False
"Darling Point, NSW, Australia",Darling Point,Woollahra,Sydney,Australia,AU,Point,-33.87047,151.23587,False
"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.43804,-154.91298,False
"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03199,28.97869,True
"Hong Kong, Hong Kong",Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28277,114.14769,True
"旺角, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31759,114.16923,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.55482,-155.96112,True
"New York, NY, United States",Manhattan,Little Italy,New York,United States,US,Point,40.71955,-73.99706,True
"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51768,-73.57123,True
"New York, NY, United States",Manhattan,NoHo,New York,United States,US,Point,40.7256,-73.99555,True
"üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,Point,41.01932,29.01602,False
"Istanbul, Istanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.0604,28.98673,False
"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,Point,40.74314,-74.00119,True
"Sydney, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,Point,-33.89108,151.26204,False
"Rio de Janeiro, Rio de Janeiro, Brazil",,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.968760724606092,-43.18586737856383,False
"Şişli, Harbiye, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04545,28.98522,False
"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,41.00781,29.03461,False
"Istanbul, Istanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.05945,28.95132,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.974336342468238,-43.18829729959148,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53339,-73.57317,False
"Haleiwa, HI, United States",North Shore,North Shore Oahu,Oahu,United States,US,Point,21.68145,-158.02898,True
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.98967,-156.66421,True
"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.67958,-73.93687,True
"New York, NY, United States",Alphabet City,East Village,New York,United States,US,Point,40.72475,-73.98009,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14771,-8.60402,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30649,114.17289,True
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.81899,-73.94694,True
"Montréal, Québec, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.5049,-73.55844,True
"Porto, Porto, Portugal",,Ramalde,Porto,Portugal,PT,Point,41.17677,-8.63873,True
"Barcelona, Catalunya, Spain",Sant Gervasi - Galvany,Sant Gervasi - Galvany,Barcelona,Spain,ES,Point,41.39453,2.14824,True
"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.39931,-154.9245,True
"Potts Point, NSW, Australia",Potts Point,Sydney,Sydney,Australia,AU,Point,-33.8723,151.22554,True
"Montreal, QC, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49387,-73.57561,True
"Sisli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06308,28.98395,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14498,-8.61651,True
"Haleiwa, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,Point,21.66414,-158.05107,True
"L'Hospitalet de Llobregat, Catalunya, Spain",Sants-Montjuïc,Sants - Badal,Barcelona,Spain,ES,Point,41.3748,2.12422,True
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.07186,28.99531,False
"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39078,2.16236,True
"Potts Point, NSW, Australia",Potts Point,Sydney,Sydney,Australia,AU,Point,-33.86858,151.22606,True
"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,40.67689,-73.94884,True
"New York, NY, United States",Kips Bay,Kips Bay,New York,United States,US,Point,40.74086,-73.9803,True
"Waianae, HI, United States",Waianae Coast,Waianae,Oahu,United States,US,Point,21.46174,-158.21248,True
"Honolulu, HI, United States",Ala Moana/Kakaako,Primary Urban Center,Oahu,United States,US,Point,21.30094,-157.85062,True
"Newtown, NSW, Australia",Newtown/Enmore,Sydney,Sydney,Australia,AU,Point,-33.89415,151.18704,True
"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,Point,40.75039,-74.00287,True
"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.21592,-159.46996,False
"Montréal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51542,-73.57114,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.70018,-73.9528,True
"Porto, Porto, Portugal",,"Aldoar, Foz do Douro e Nevogilde",Porto,Portugal,PT,Point,41.15493,-8.67594,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15725,-8.62317,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14172,-8.61748,True
"New York, NY, United States",East Village,East Village,New York,United States,US,Point,40.72822,-73.98639,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53161,-73.57775,True
"Montréal, Québec, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.54224,-73.54717,False
"istanbul, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.02783,28.97558,False
"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.37964,2.15484,True
"Istanbul, İnönü Mahallesi, Şişli, Papa Roncalli Sk. No:43, İstanbul, Turkey",Taksim,Sisli,Istanbul,Turkey,TR,Point,41.04315,28.98455,False
"İstanbul, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03408,28.98221,False
"Carlingford, NSW, Australia",,The Hills Shire,Sydney,Australia,AU,Point,-33.77643,151.04264,True
"Avalon Beach, NSW, Australia",Avalon,Pittwater,Sydney,Australia,AU,Point,-33.63278,151.33898,True
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.16001,-8.59674,True
"Besiktas, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.04598,28.99932,False
"shenzhen, Guangdong, China",,North,Hong Kong,China,CN,Point,22.5381,114.12309,False
"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.21751,-159.4837,False
"New York, NY, United States",Manhattan,Midtown,New York,United States,US,Point,40.75245,-73.98442,True
"Waverley, NSW, Australia",Waverly,Waverley,Sydney,Australia,AU,Point,-33.89824,151.25657,True
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.88561,151.27301,True
"Queens, NY, United States",Astoria,Long Island City,New York,United States,US,Point,40.76211,-73.92894,False
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.27229,-157.82145,True
"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.55946,-73.54518,True
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.9096,151.2503,True
"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37914,2.17607,False
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.80156,-73.95128,True
"Gaziosmanpaşa, İstanbul, Turkey",,Esenyurt,Istanbul,Turkey,TR,Point,41.02655,28.62613,False
"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,Point,-33.88421,151.21041,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.984820262121538,-43.1987408663964,True
"Glebe, NSW, Australia",Glebe,Sydney,Sydney,Australia,AU,Point,-33.87513,151.18426,True
"Mosman, NSW, Australia",Mosman,Mosman,Sydney,Australia,AU,Point,-33.82078,151.24583,True
"Barcelona, Catalonia, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40267,2.17199,True
"Beacon Hill, NSW, Australia",,Warringah,Sydney,Australia,AU,Point,-33.75694,151.26562,False
"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,Point,40.75284,-74.00138,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.57103,-155.96521,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53359,-73.56749,False
"Shueng Wan, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28561,114.15212,False
"Bronx, NY, United States",Morrisania,Longwood,New York,United States,US,Point,40.82417,-73.90156,True
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.72575,-156.44638,True
"Rockaway Beach, NY, United States",The Rockaways,Rockaway Beach,New York,United States,US,Point,40.58881,-73.81066,True
"Mongkok, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.32117,114.16785,False
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71607,-73.95352,True
"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98978,29.03035,False
"Brooklyn, NY, United States",Clinton Hill,Bedford-Stuyvesant,New York,United States,US,Point,40.69695,-73.95951,False
"Beyoglu, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04559,28.97795,True
"Montreal, QC, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54601,-73.60524,True
"Brooklyn , NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,40.67346,-73.94038,False
"Rose Bay, NSW, Australia",Rose Bay/Dover Heights,Waverley,Sydney,Australia,AU,Point,-33.86702,151.27779,True
"Hong Kong, Kowloon, Hong Kong",Kowloon City,Kowloon City,Hong Kong,Hong Kong,HK,Point,22.32847,114.18485,True
"New York, NY, United States",Manhattan,Hell's Kitchen,New York,United States,US,Point,40.76704,-73.98345,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.970112700305066,-43.18822162768543,True
"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,Point,-33.92002,151.25046,True
"Poipu, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.87114,-159.44708,False
"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39658,2.16211,True
"Hong Kong, New Territories, Hong Kong",,Sai Kung,Hong Kong,Hong Kong,HK,Point,22.35532,114.24814,False
"Glebe, NSW, Australia",Glebe,Sydney,Sydney,Australia,AU,Point,-33.8766,151.18563,False
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14195,-8.61844,True
"New York, NY, United States",Midtown,Midtown,New York,United States,US,Point,40.76387,-73.98021,True
"New York, NY, United States",Manhattan,Flatiron District,New York,United States,US,Point,40.73947,-73.98593,True
"Arouca, Aveiro, Portugal",,"Lobão, Gião, Louredo e Guisande",Porto,Portugal,PT,Point,40.97524,-8.41995,False
"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,Point,20.72346,-156.44725,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.979186033760865,-43.199271780650776,True
"Hong Kong, Kowloon, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30657,114.16733,True
"Montréal, Québec, Canada",Old Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.5049,-73.55801,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15094,-8.61434,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29676,114.17164,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.69588,-73.93944,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Méier,Méier,Rio De Janeiro,Brazil,BR,Point,-22.905105601340335,-43.291460446886724,False
"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40076,2.16375,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52591,-73.57605,True
"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27796,114.18362,True
"Montréal, Québec, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54161,-73.60697,True
"Galata-Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.02819,28.97683,False
"Barcelona, Catalunya, Spain",Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38426,2.15958,True
"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31858,114.17131,True
"Istanbul, Istanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06243,28.98461,False
